9, 154, 0, 131
96, 204, 0, 159
69, 206, 0, 182
90, 204, 0, 166
105, 216, 0, 186
103, 217, 0, 178
92, 221, 0, 187
71, 172, 0, 142
33, 127, 0, 116
61, 164, 0, 137
53, 155, 0, 124
77, 232, 0, 207
107, 238, 0, 209
97, 276, 0, 228
48, 233, 0, 222
108, 216, 0, 172
208, 410, 0, 333
153, 308, 0, 259
55, 114, 0, 90
58, 141, 0, 119
40, 86, 0, 72
28, 70, 0, 55
35, 90, 0, 78
32, 83, 0, 71
42, 90, 0, 78
54, 87, 0, 70
47, 80, 0, 65
55, 98, 0, 82
71, 134, 0, 121
108, 160, 0, 137
59, 130, 0, 117
403, 492, 328, 481
54, 140, 0, 129
53, 141, 0, 125
72, 179, 0, 141
0, 149, 77, 224
0, 143, 41, 325
0, 136, 81, 224
0, 143, 93, 264
0, 209, 132, 250
0, 62, 13, 79
9, 56, 0, 59
37, 83, 0, 60
37, 75, 0, 67
30, 69, 0, 68
0, 79, 44, 117
0, 111, 103, 192
18, 66, 0, 69
17, 89, 0, 92
16, 71, 0, 72
20, 88, 0, 83
37, 107, 0, 97
27, 81, 0, 73
25, 104, 0, 94
34, 78, 0, 74
14, 82, 0, 84
21, 81, 0, 75
28, 96, 0, 88
20, 75, 0, 77
26, 98, 0, 93
30, 107, 0, 102
28, 90, 0, 83
29, 116, 0, 109
26, 95, 0, 89
44, 144, 0, 138
27, 97, 0, 94
21, 87, 0, 85
40, 125, 0, 111
48, 142, 0, 127
32, 106, 0, 102
40, 127, 0, 121
24, 102, 0, 112
50, 134, 0, 142
61, 216, 0, 208
39, 170, 0, 167
0, 138, 78, 237
59, 145, 0, 118
0, 69, 38, 124
0, 149, 69, 252
0, 118, 78, 211
34, 98, 0, 108
32, 119, 0, 147
43, 148, 0, 138
57, 173, 0, 154
50, 146, 0, 131
49, 145, 0, 130
59, 166, 0, 157
26, 124, 0, 129
50, 148, 0, 143
35, 118, 0, 113
42, 130, 0, 123
49, 141, 0, 126
35, 114, 0, 112
47, 128, 0, 108
37, 118, 0, 106
11, 102, 0, 110
235, 138, 85, 248
0, 236, 51, 257
0, 313, 102, 353
0, 285, 30, 276
0, 141, 65, 166
0, 240, 0, 333
0, 125, 89, 229
0, 171, 126, 354
0, 188, 0, 0
0, 168, 108, 363
0, 154, 81, 288
0, 176, 231, 379
3, 223, 0, 335
58, 251, 0, 319
736, 636, 0, 724
44, 136, 0, 156
20, 130, 0, 163
0, 116, 48, 191
2, 167, 0, 202
125, 207, 0, 148
104, 171, 0, 122
112, 290, 0, 190
113, 323, 0, 258
102, 239, 0, 203
80, 309, 0, 185
50, 162, 0, 119
87, 228, 0, 169
78, 223, 0, 181
98, 210, 0, 149
94, 182, 0, 151
